date,market,product,contract,open,high,low,close,settlement,volume,open_interest,open_interest_change,roll,currency,unit,source,source_grade,selection_rule,source_url
2025-06-09,SHFE,Zinc,zn2507,22250.0,22335.0,21855.0,21910.0,22125.0,242193,135718,16071,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250609.dat
2025-06-10,SHFE,Zinc,zn2507,21945.0,21950.0,21760.0,21845.0,21870.0,158631,135071,-647,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250610.dat
2025-06-11,SHFE,Zinc,zn2507,21900.0,22205.0,21855.0,22140.0,22020.0,170227,125779,-9292,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250611.dat
2025-06-12,SHFE,Zinc,zn2507,22100.0,22160.0,21965.0,22085.0,22055.0,118688,121089,-4690,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250612.dat
2025-06-13,SHFE,Zinc,zn2507,22000.0,22090.0,21745.0,21815.0,21950.0,191037,123160,2071,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250613.dat
2025-06-16,SHFE,Zinc,zn2507,21745.0,21935.0,21660.0,21840.0,21800.0,163962,116264,-6896,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250616.dat
2025-06-17,SHFE,Zinc,zn2507,21955.0,21985.0,21760.0,21905.0,21875.0,124389,105668,-10596,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250617.dat
2025-06-18,SHFE,Zinc,zn2508,21655.0,21885.0,21615.0,21810.0,21775.0,82237,97600,-6441,True,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250618.dat
2025-06-19,SHFE,Zinc,zn2508,21755.0,21815.0,21600.0,21680.0,21705.0,84227,103561,5961,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250619.dat
2025-06-20,SHFE,Zinc,zn2508,21740.0,21840.0,21670.0,21675.0,21740.0,91557,105123,1562,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250620.dat
2025-06-23,SHFE,Zinc,zn2508,21740.0,21800.0,21635.0,21780.0,21735.0,111405,110868,5745,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250623.dat
2025-06-24,SHFE,Zinc,zn2508,21875.0,22030.0,21825.0,21920.0,21920.0,185998,121470,10602,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250624.dat
2025-06-25,SHFE,Zinc,zn2508,21975.0,22095.0,21860.0,22045.0,21965.0,158531,129865,8395,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250625.dat
2025-06-26,SHFE,Zinc,zn2508,22090.0,22400.0,22030.0,22240.0,22155.0,168109,135638,5773,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250626.dat
2025-06-27,SHFE,Zinc,zn2508,22345.0,22570.0,22270.0,22410.0,22425.0,225824,142428,6790,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250627.dat
2025-06-30,SHFE,Zinc,zn2508,22330.0,22530.0,22330.0,22495.0,22435.0,160924,140186,-2242,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250630.dat
2025-07-01,SHFE,Zinc,zn2508,22380.0,22420.0,22105.0,22255.0,22255.0,178683,134433,-5753,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250701.dat
2025-07-02,SHFE,Zinc,zn2508,22250.0,22310.0,22145.0,22230.0,22215.0,128020,129763,-4670,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250702.dat
2025-07-03,SHFE,Zinc,zn2508,22320.0,22400.0,22245.0,22325.0,22335.0,132674,127934,-1829,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250703.dat
2025-07-04,SHFE,Zinc,zn2508,22295.0,22445.0,22260.0,22410.0,22350.0,153571,128000,66,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250704.dat
2025-07-07,SHFE,Zinc,zn2508,22340.0,22360.0,22040.0,22090.0,22185.0,160506,126532,-1468,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250707.dat
2025-07-08,SHFE,Zinc,zn2508,22070.0,22115.0,21865.0,22050.0,22005.0,158517,118874,-7658,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250708.dat
2025-07-09,SHFE,Zinc,zn2508,22175.0,22175.0,21980.0,22120.0,22080.0,154513,114762,-4112,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250709.dat
2025-07-10,SHFE,Zinc,zn2508,22120.0,22430.0,22110.0,22385.0,22285.0,146456,112634,-2128,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250710.dat
2025-07-11,SHFE,Zinc,zn2508,22390.0,22475.0,22330.0,22380.0,22400.0,129357,107632,-5002,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250711.dat
2025-07-14,SHFE,Zinc,zn2509,22205.0,22245.0,22125.0,22235.0,22185.0,72160,95037,-1487,True,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250714.dat
2025-07-15,SHFE,Zinc,zn2509,22100.0,22185.0,22040.0,22070.0,22105.0,78112,100438,5401,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250715.dat
2025-07-16,SHFE,Zinc,zn2509,22030.0,22050.0,21955.0,22030.0,22000.0,75299,101973,1535,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250716.dat
2025-07-17,SHFE,Zinc,zn2509,21990.0,22160.0,21955.0,22120.0,22060.0,96404,104498,2525,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250717.dat
2025-07-18,SHFE,Zinc,zn2509,22175.0,22375.0,22130.0,22295.0,22300.0,151066,115968,11470,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250718.dat
2025-07-21,SHFE,Zinc,zn2509,22420.0,22945.0,22415.0,22925.0,22785.0,251405,133314,17346,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250721.dat
2025-07-22,SHFE,Zinc,zn2509,22880.0,22985.0,22760.0,22945.0,22860.0,184578,134060,746,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250722.dat
2025-07-23,SHFE,Zinc,zn2509,22850.0,23020.0,22815.0,22975.0,22905.0,173574,137891,3831,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250723.dat
2025-07-24,SHFE,Zinc,zn2509,23000.0,23070.0,22905.0,23015.0,22980.0,152003,134935,-2956,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250724.dat
2025-07-25,SHFE,Zinc,zn2509,22925.0,22935.0,22755.0,22885.0,22845.0,152086,129228,-5707,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250725.dat
2025-07-28,SHFE,Zinc,zn2509,22905.0,22965.0,22575.0,22645.0,22735.0,193107,124461,-4767,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250728.dat
2025-07-29,SHFE,Zinc,zn2509,22645.0,22725.0,22580.0,22655.0,22660.0,127217,117616,-6845,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250729.dat
2025-07-30,SHFE,Zinc,zn2509,22640.0,22770.0,22610.0,22670.0,22690.0,141408,116245,-1371,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250730.dat
2025-07-31,SHFE,Zinc,zn2509,22625.0,22685.0,22295.0,22345.0,22440.0,182660,110481,-5764,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250731.dat
2025-08-01,SHFE,Zinc,zn2509,22300.0,22425.0,22280.0,22320.0,22345.0,105121,108084,-2397,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250801.dat
2025-08-04,SHFE,Zinc,zn2509,22225.0,22270.0,22125.0,22255.0,22205.0,115733,102725,-5359,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250804.dat
2025-08-05,SHFE,Zinc,zn2509,22330.0,22395.0,22250.0,22380.0,22315.0,85449,98472,-4253,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250805.dat
2025-08-06,SHFE,Zinc,zn2509,22360.0,22415.0,22250.0,22380.0,22330.0,89569,94254,-4218,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250806.dat
2025-08-07,SHFE,Zinc,zn2509,22480.0,22630.0,22420.0,22580.0,22530.0,131099,96819,2565,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250807.dat
2025-08-08,SHFE,Zinc,zn2509,22525.0,22565.0,22435.0,22515.0,22505.0,81428,94895,-1924,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250808.dat
2025-08-11,SHFE,Zinc,zn2509,22485.0,22670.0,22425.0,22590.0,22560.0,87765,93386,-1509,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250811.dat
2025-08-12,SHFE,Zinc,zn2509,22495.0,22655.0,22450.0,22630.0,22545.0,79971,87488,-5898,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250812.dat
2025-08-13,SHFE,Zinc,zn2509,22720.0,22775.0,22600.0,22600.0,22670.0,78345,85986,-1502,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250813.dat
2025-08-14,SHFE,Zinc,zn2510,22640.0,22665.0,22440.0,22495.0,22555.0,59301,83202,1342,True,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250814.dat
2025-08-15,SHFE,Zinc,zn2510,22500.0,22600.0,22485.0,22530.0,22545.0,69906,91064,7862,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250815.dat
2025-08-18,SHFE,Zinc,zn2510,22450.0,22465.0,22320.0,22360.0,22395.0,95738,96755,5691,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250818.dat
2025-08-19,SHFE,Zinc,zn2510,22320.0,22345.0,22180.0,22205.0,22245.0,110478,105576,8821,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250819.dat
2025-08-20,SHFE,Zinc,zn2510,22215.0,22275.0,22155.0,22265.0,22210.0,111901,110994,5418,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250820.dat
2025-08-21,SHFE,Zinc,zn2510,22300.0,22330.0,22230.0,22240.0,22285.0,85851,110426,-568,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250821.dat
2025-08-22,SHFE,Zinc,zn2510,22215.0,22290.0,22200.0,22275.0,22245.0,88665,107792,-2634,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250822.dat
2025-08-25,SHFE,Zinc,zn2510,22220.0,22465.0,22200.0,22395.0,22355.0,131380,105259,-2533,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250825.dat
2025-08-26,SHFE,Zinc,zn2510,22355.0,22395.0,22245.0,22270.0,22305.0,93174,108718,3459,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250826.dat
2025-08-27,SHFE,Zinc,zn2510,22310.0,22425.0,22290.0,22310.0,22350.0,114993,107827,-891,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250827.dat
2025-08-28,SHFE,Zinc,zn2510,22210.0,22220.0,22085.0,22170.0,22135.0,156406,114628,6801,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250828.dat
2025-08-29,SHFE,Zinc,zn2510,22145.0,22180.0,22030.0,22140.0,22095.0,139630,116592,1964,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250829.dat
2025-09-01,SHFE,Zinc,zn2510,22250.0,22300.0,22125.0,22175.0,22195.0,139706,116185,-407,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250901.dat
2025-09-02,SHFE,Zinc,zn2510,22175.0,22380.0,22165.0,22325.0,22265.0,125688,107662,-8523,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250902.dat
2025-09-03,SHFE,Zinc,zn2510,22250.0,22390.0,22230.0,22285.0,22305.0,117964,104733,-2929,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250903.dat
2025-09-04,SHFE,Zinc,zn2510,22240.0,22325.0,22000.0,22120.0,22135.0,171243,118873,14140,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250904.dat
2025-09-05,SHFE,Zinc,zn2510,22035.0,22220.0,22035.0,22155.0,22115.0,105676,111310,-7563,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250905.dat
2025-09-08,SHFE,Zinc,zn2510,22250.0,22350.0,22150.0,22270.0,22245.0,133585,105501,-5809,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250908.dat
2025-09-09,SHFE,Zinc,zn2510,22245.0,22265.0,22115.0,22125.0,22200.0,100465,108199,2698,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250909.dat
2025-09-10,SHFE,Zinc,zn2510,22160.0,22245.0,22110.0,22215.0,22170.0,83724,103054,-5145,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250910.dat
2025-09-11,SHFE,Zinc,zn2510,22205.0,22285.0,22145.0,22250.0,22225.0,93321,100442,-2612,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250911.dat
2025-09-12,SHFE,Zinc,zn2510,22250.0,22360.0,22180.0,22305.0,22280.0,103603,97697,-2745,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250912.dat
2025-09-15,SHFE,Zinc,zn2510,22345.0,22365.0,22255.0,22310.0,22305.0,97830,92003,-5694,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250915.dat
2025-09-16,SHFE,Zinc,zn2511,22285.0,22395.0,22260.0,22265.0,22315.0,57577,87709,4400,True,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250916.dat
2025-09-17,SHFE,Zinc,zn2511,22325.0,22370.0,22210.0,22285.0,22285.0,65574,94143,6434,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250917.dat
2025-09-18,SHFE,Zinc,zn2511,22215.0,22230.0,21965.0,22045.0,22085.0,113236,109570,15427,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250918.dat
2025-09-19,SHFE,Zinc,zn2511,22045.0,22120.0,22025.0,22040.0,22060.0,93004,123433,13863,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250919.dat
2025-09-22,SHFE,Zinc,zn2511,21960.0,22095.0,21890.0,22090.0,21995.0,140526,130425,6992,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250922.dat
2025-09-23,SHFE,Zinc,zn2511,22080.0,22105.0,21820.0,21845.0,21955.0,125331,140372,9947,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250923.dat
2025-09-24,SHFE,Zinc,zn2511,21895.0,21985.0,21860.0,21860.0,21915.0,109733,141867,1495,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250924.dat
2025-09-25,SHFE,Zinc,zn2511,21935.0,22060.0,21890.0,22045.0,21965.0,158280,131286,-10581,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250925.dat
2025-09-26,SHFE,Zinc,zn2511,22045.0,22090.0,21980.0,21980.0,22035.0,126716,126086,-5200,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250926.dat
2025-09-29,SHFE,Zinc,zn2511,21930.0,21950.0,21665.0,21800.0,21755.0,180545,142400,16314,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250929.dat
2025-09-30,SHFE,Zinc,zn2511,21890.0,22085.0,21790.0,21825.0,21935.0,162377,127778,-14622,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20250930.dat
2025-10-09,SHFE,Zinc,zn2511,22040.0,22340.0,21950.0,22315.0,22200.0,137234,113253,-14525,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251009.dat
2025-10-10,SHFE,Zinc,zn2511,22465.0,22515.0,22250.0,22270.0,22385.0,174778,106534,-6719,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251010.dat
2025-10-13,SHFE,Zinc,zn2511,22450.0,22450.0,22100.0,22255.0,22285.0,177344,101699,-4835,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251013.dat
2025-10-14,SHFE,Zinc,zn2511,22330.0,22335.0,22210.0,22220.0,22275.0,124307,95194,-6505,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251014.dat
2025-10-15,SHFE,Zinc,zn2511,22020.0,22070.0,21915.0,22015.0,21995.0,124266,89912,-5282,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251015.dat
2025-10-16,SHFE,Zinc,zn2512,22105.0,22125.0,21910.0,21965.0,21980.0,79376,92792,13118,True,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251016.dat
2025-10-17,SHFE,Zinc,zn2512,21900.0,22035.0,21815.0,21830.0,21925.0,83920,108816,16024,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251017.dat
2025-10-20,SHFE,Zinc,zn2512,21830.0,21955.0,21830.0,21850.0,21885.0,97686,125172,16356,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251020.dat
2025-10-21,SHFE,Zinc,zn2512,21915.0,22045.0,21875.0,21970.0,21960.0,108521,130442,5270,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251021.dat
2025-10-22,SHFE,Zinc,zn2512,22010.0,22030.0,21930.0,22000.0,21990.0,102274,132692,2250,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251022.dat
2025-10-23,SHFE,Zinc,zn2512,22030.0,22345.0,22025.0,22345.0,22185.0,164360,124740,-7952,False,CNY,CNY/tonne,SHFE official daily trading data,A_OFFICIAL_EXCHANGE,highest_open_interest_then_volume,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251023.dat
